sentence,linear_amr,graph_amr,is_valid,ground_truth,smatch_score
"mẹ anh là cụ g . , có năm con .",(c /cụ:domain(m /mẹ:domain-of(a /anh)):mod(g /g):agent-of(c1 /có:theme(c2 /con:quant(5))),(c / cụ:domain(m / mẹ:domain-of(a / anh)):mod(g / g):agent-of(c1 / có:theme(c2 / con:quant(x / 5))),False,"(a / and
:op1(c / cụ
:mod(g / g
:compound(. / .))
:domain(h / have-rel-role-91
:ARG1(m / mẹ)
:ARG2(ax / anh)))
:op2(c1 / có
:theme(c2 / con
:quant 5)
:pivot h))",0.0
"bán thuốc giá cao , công ty Sanofi phải giải trình .",(o /obligate-01:topic(g1 /giải_trình:reason(b /bán:theme(t /thuốc):manner(c /cao)):agent(c1 /công_ti:name(n2 /name:op1(S /Sanofi)))),(o / obligate-01:topic(g1 / giải_trình:reason(b / bán:theme(t / thuốc):manner(c / cao)):agent(c1 / công_ti:name(n2 / name:op1(S / Sanofi)))),False,"(o / obligate-01
:topic(g1 / giải trình
:topic(b / bán
:theme(t / thuốc)
:manner(g / giá
:mod(c / cao)))
:agent(cx / company
:name(n / name
:op1(s / Sanofi))
:wiki -)))",0.0
"không phải phép thần kỳ biến quê hương từ chỗ cay cực nhất vinh dự nhận danh hiệu tập thể "" anh hùng lao động thời kỳ đổi mới "" sau 15 năm đổi mới .","(p /phép:domain(t /thần_kỳ):theme-of(b /biến:source(q /quê_hương)):location(c2 /chỗ:mod(c3 /cay_cực_nhất)):theme-of(n /nhận:degree(v /vinh_dự):theme(d /danh_hiệu:mod(t4 /tập_thể:mod(""anh_hùng_lao_động:time(s /sau:op1(đ /đổi_mới:duration(t5 /temporal-quantity:unit(n1 /năm):quant(15)))))):agent(quê_hương))_:pivot(quê_hương)):mode(-)","(p / phép:domain(t / thần_kỳ):theme-of(b / biến:source(q / quê_hương)):location(c2 / chỗ:mod(c3 / cay_cực_nhất)):theme-of(n / nhận:degree(v / vinh_dự):theme(d / danh_hiệu:mod(t4 / tập_thể:mod(""anh_hùng_lao_động:time(s / sau:op1(đ / đổi_mới:duration(t5 / temporal-quantity:unit(n1 / năm):quant(x / 15)))))):agent(q / quê_hương))_:pivot(q / quê_hương)):mode(-)",False,"(p1 / phép
:modality(p / phải
:polarity -)
:mod(t / thần kỳ)
:theme-of(b / biến
:patient(q / quê hương)
:source(c / chỗ
:prep(t1 / từ)
:mod(c1 / cay cực
:degree(n / nhất)))
:result(n1 / nhận
:manner(v / vinh dự)
:theme(d / danh hiệu
:mod(t2 / tập thể
:mod(a / anh hùng
:compound(l / lao động)
:mod(t3 / thời kỳ
:mod(đ / đổi mới))))))
:time(ax / after
:op1(n2 / năm
:quant 15
:theme-of(đ1 / đổi mới)))))",0.0
ăn xong chị lại quày quả ra đi với chiếc xe đạp cọc cạch và hai cái bao nhỏ .,(q /quày_quả:agent(c /chị):compound(r /ra):compound(đ /đi):accompanier(w1 /and:op2(b1 /bao:quant 2:classifier(c2 /cái)):mod(n3 /nhỏ)):op1(x1 /xe_đạp:mod(c3 /cọc_cạch):classifier(c4 /chiếc)))),(q / quày_quả:agent(c / chị):compound(r / ra):compound(đ / đi):accompanier(w1 / and:op2(b1 / bao:quant 2:classifier(c2 / cái)):mod(n3 / nhỏ)):op1(x1 / xe_đạp:mod(c3 / cọc_cạch):classifier(c4 / chiếc)))),False,"(r / ra
:time(ă / ăn
:tense(x / xong))
:agent(c / chị)
:manner(q / quày quả)
:compound(đ / đi)
:instrument(a / and
:op1(x1 / xe đạp
:classifier(c1 / chiếc)
:mod(c2 / cọc cạch))
:op2(b / bao
:mod(n / nhỏ)
:quant 2
:classifier(c3 / cái))))",0.0
"tối 21 - 3 , chúng tôi tìm đến chỗ trọ của vợ chồng anh trong ngôi nhà nhỏ của người em gái chị Xoan .",(t /tìm:agent(c /chúng_tôi):compound(đ /đến):location(c1 /chỗ_trọ:poss(v1 /vợ_chồng:mod(a /anh)):location(n1 /nhà:classifier(n /ngôi):mod(n2 /nhỏ):poss(e /em_gái:mod(g /gai):name(w /woman:name(n4 /name:op1(X /Xoan)))))):time(d /date-entity:dayperiod(t1 /tối:mod(2 /21-3)))),"    (t / tìm
    :agent
    (c / chúng_tôi
    )
    :compound
    (đ / đến
    )
    :location
        (c1 / chỗ_trọ
        :poss
            (v1 / vợ_chồng
            :mod
            (a / anh
            )
        )
        :location
            (n1 / nhà
            :classifier
            (n / ngôi
            )
            :mod
            (n2 / nhỏ
            )
            :poss
                (e / em_gái
                :mod
                (g / gai
                )
                :name
                    (w / woman
                    :name
                        (n4 / name
                        :op1
                        (X / Xoan
                        )
                    )
                )
            )
        )
    )
    :time
        (d / date-entity
        :dayperiod
            (t1 / tối
            :mod
            (2 / 21-3
            )
        )
    )
)",True,"(t1 / tìm
:agent(c / chúng tôi)
:compound(đ / đến)
:location(c1 / chỗ
:compound(t2 / trọ)
:poss(v / vợ chồng
:mod(a / anh))
:prep(t3 / trong)
:mod(n1 / nhà
:classifier(n / ngôi)
:mod(n2 / nhỏ)
:poss(n3 / người
:mod(h / have-rel-role-91
:ARG2(e / em gái)
:ARG0(p / person
:wiki -
:name(n31 / name
:op1(c4 / chị)
:op2(x / Xoan)))))))
:time(d / date-entity
:dayperiod(t / tối)
:day 21
:month 3))",0.0
đứa lớn theo vợ chồng chị vào tp hcm .,(t /theo:agent(đ /đứa:mod(l /lớn)):accompanier(v1 /vợ_chồng:source(c /chị)):direction(v2 /vào:finalLocation(tp /tp:mod(h /hcm)))),"    (t / theo
    :agent
        (đ / đứa
        :mod
        (l / lớn
        )
    )
    :accompanier
        (v1 / vợ_chồng
        :source
        (c / chị
        )
    )
    :direction
        (v2 / vào
        :finalLocation
            (tp / tp
            :mod
            (h / hcm
            )
        )
    )
)",True,"(t / theo
:agent(đ / đứa
:mod(l / lớn))
:accompanier(v / vợ chồng
:mod(c / chị))
:location(t1 / tp
:mod(c2 / city
:prep(v1 / vào)
:name(n / name
:op1(h / hcm))
:wiki -)))",0.0
hà nội : 98 % - 100 % người nghiện tái nghiện .,(n2 /nghiện:domain(h /hà_nội):degree(wz3 /98%_100%):pivot-of(t /tái_nghiện:pivot-người))),(n2 / nghiện:domain(h / hà_nội):degree(wz3 / 98%_100%):pivot-of(t / tái_nghiện:pivot-người))),False,"(t / tái_nghiện
:agent(n / người
:compound(n1 / nghiện)
:quant(p / percentage-entity
:ARG2(p2 / percentage-entity
:value 100)
:ARG1(p1 / percentage-entity
:value 98)))
:location(wz1 / city
:name(n2 / name
:op2(wz2 / Nội)
:op1(wz3 / Hà))
:wiki(wz4 / Hà_Nội)))",0.0
lập tức các mặt hàng trên bị lập biên bản thu giữ .,(l1 /lập_tức:theme(m /mặt_hàng:location(t /trên):modality(b /bị)):result-arg1(l2 /lập_biên_phản:purpose(t1 /thu_giữ))),"    (l1 / lập_tức
    :theme
        (m / mặt_hàng
        :location
        (t / trên
        )
        :modality
        (b / bị
        )
    )
    :result-arg1
        (l2 / lập_biên_phản
        :purpose
        (t1 / thu_giữ
        )
    )
)",True,"(l1 / lập
:manner(l / lập tức)
:patient(m / mặt hàng
:mod(t / trên))
:theme(b1 / biên bản
:compound(t1 / thu giữ))
:modality -)",0.0
"ai muốn lao động ở nước ngoài , xã làm cầu nối ... 500 liệt sĩ ! 750 hộ gia đình chính sách ! 176 thương binh ! ...",(l1 /làm:agent(x /xã):compound(c /cầu_nối):topic(a2 /and:op1(m /muốn:pivot(a /ai):theme(l /lao_động:location(n /nước_ngoài):agent(ai))):op2(5 /liệt_sĩ:quant(500):op3(h /hộ_gia_đình:mod(c1 /chính_sách)):quant(750):op4(t /thương_binh:quant(176))),(l1 / làm:agent(x / xã):compound(c / cầu_nối):topic(a2 / and:op1(m / muốn:pivot(a / ai):theme(l / lao_động:location(n / nước_ngoài):agent(a / ai))):op2(5 / liệt_sĩ:quant(x / 500):op3(h / hộ_gia_đình:mod(c1 / chính_sách)):quant(x2 / 750):op4(t / thương_binh:quant(x3 / 176))),False,"(mx / multi-sentence
:snt1(l1 / làm
:beneficiary-arg0(a / ai
:pivot-of(m / muốn
:topic(l / lao động
:location(n / nước ngoài
:prep(ở / ở)))))
:agent(x / xã)
:compound(c / cầu nối))
:snt2(l2 / liệt sĩ
:quant 500)
:snt3(h / hộ
:quant 750
:mod(g / gia đình
:mod(c1 / chính sách)))
:snt4(t / thương binh
:quant 176))",0.0
17 lao động trở về từ Malaysia vì không có việc làm .,(t /trở_về:agent(l /lao_động:quant(17):cause(v1 /việc_làm:polarity -:pivot(lao))),(t / trở_về:agent(l / lao_động:quant(x / 17):cause(v1 / việc_làm:polarity -:pivot(l / lao))),False,"(t / trở
:agent(l / lao động
:quant 17)
:compound(v / về)
:reason(c / có
:theme(v2 / việc làm)
:polarity -
:pivot l)
:initialLocation(wz4 / place
:wiki(wz5 / Malaysia
:name(wz6 / name
:op1(m / Malaysia)))))",0.0
thực chất là đổi đất lấy hạ tầng .,(đ /đổi:theme(t /thực_chất):theme(l1 /lấy:theme(đ1 /đất)):theme(h /hạ_tầng)),"    (đ / đổi
    :theme
    (t / thực_chất
    )
    :theme
        (l1 / lấy
        :theme
        (đ1 / đất
        )
    )
    :theme
    (h / hạ_tầng
    )
)",True,"(đ / đổi
:manner(t / thực chất)
:theme(đ1 / đất)
:purpose(l1 / lấy
:theme(h / hạ tầng)))",0.0
"anh Đu nuôi đến khi heo lớn , bán thịt thì mới trả heo con lại cho anh Thanh , không tính lời lãi .",(t1 /trả:agent(a1 /anh_Đu):theme(h /heo:classifier(c /con)):time(b /bán:theme(t /thịt):agent(anh_Đu):time(k2 /khi:prep(đ1 /đến):op1(l1 /lớn:pivot(héo)))):beneficiary-arg1(a2 /anh:mod(T2 /Thành)):manner(t3 /tính:theme(l2 /lời_lãi):polarity -:agent(anh)),(t1 / trả:agent(a1 / anh_Đu):theme(h / heo:classifier(c / con)):time(b / bán:theme(t / thịt):agent(a / anh_Đu):time(k2 / khi:prep(đ1 / đến):op1(l1 / lớn:pivot(h / héo)))):beneficiary-arg1(a2 / anh:mod(T2 / Thành)):manner(t3 / tính:theme(l2 / lời_lãi):polarity -:agent(a2 / anh)),False,"(t2 / trả
:theme(h1 / heo
:mod(c / con))
:manner(t4 / tính
:theme(l2 / lời lãi)
:polarity -)
:condition(wz2 / and
:op1(n / nuôi
:finalTime(l / lớn
:theme(h / heo))
:agent(wz3 / person
:wiki -
:name(wz5 / name
:op1(a / anh)
:op2(đ / Đu))))
:op2(b / bán
:theme(t / thịt)))
:beneficiary(wz6 / person
:wiki -
:name(wz8 / name
:op1(a1 / anh)
:op2(t3 / Thanh)))
:agent a)",0.0
anh Đu thì vui mừng thông báo con heo con đi mượn ấy giờ đã thành mẹ của một bầy con ...,(t1 /thông_báo:agent(a /anh:mod(p /person:name(n2 /name:op1(đ /Đu)))):manner(v /vui_mừng):topic(t2 /thành:theme(m1 /mẹ:domain(h /heo:classifier(c /con):mod(ấ /ấy)):time(g /giờ):poss(b /bầy:consist-of(c2 /con):quant(1)):cause(m /mượn:agent(anh)))),(t1 / thông_báo:agent(a / anh:mod(p / person:name(n2 / name:op1(đ / Đu)))):manner(v / vui_mừng):topic(t2 / thành:theme(m1 / mẹ:domain(h / heo:classifier(c / con):mod(ấ / ấy)):time(g / giờ):poss(b / bầy:consist-of(c2 / con):quant(x / 1)):cause(m / mượn:agent(a / anh)))),False,"(t1 / thông báo
:manner(v / vui mừng)
:topic(t2 / thành
:patient(h / heo
:classifier(c / con)
:mod(c1 / con)
:patient-of(đ1 / đi
:compound(m / mượn))
:mod(ấ / ấy))
:tense(đ2 / đã)
:time(wz1 / now)
:result(wz2 / have-rel-role-91
:ARG2(m1 / mẹ)
:ARG1(b / bầy
:compound(c3 / con)
:quant 1)))
:agent(wz4 / person
:name(wz5 / name
:op1(a / anh)
:op2(đ / Đu))
:wiki -))",0.0
"còn anh Đu thì : "" ngày 30-4-1975 tui còn y nguyên .",(y /y_nguyên:domain(a /anh:mod(wz2 /person:name(n2 /name:op1(đ /Đu)))):time(d /date-entity:day(3 /30):month(4 /(4):year(1975)),(y / y_nguyên:domain(a / anh:mod(wz2 / person:name(n2 / name:op1(đ / Đu)))):time(d / date-entity:day(3 / 30):month(4 / (x / 4):year(x2 / 1975)),False,"(a1 / and
:op1(s / say-01
:topic(c1 / còn
:agent(t1 / tui)
:manner(y / y nguyên)
:time(wz1 / date-entity
:day 30
:month 4
:year 1975))
:agent(p / person
:name(wz5 / name
:op1(a / anh)
:op2(đ / Đu))
:wiki -)))",0.0
chuyện mới là từ chỗ đất anh gửi lại một phần thân thể ấy đang xây một trụ sở ubnd xã mới .,(c /chuyện:domain(m /mới):source(t1 /trụ_sở:agent-of(x1 /xây:tense(đ1 /đang)):location(c2 /chỗ:mod(đ /đất:agent-of(g /gửi:agent(a /anh))):theme(t3 /thân_thể:part-of(ấ /ấy):quant 1:classifier(p /phần)):beneficiary-arg1(p1 /person:name(n1 /name:op1(u /ubnd):op2(x /xã):op3(m1 /mới)))),(c / chuyện:domain(m / mới):source(t1 / trụ_sở:agent-of(x1 / xây:tense(đ1 / đang)):location(c2 / chỗ:mod(đ / đất:agent-of(g / gửi:agent(a / anh))):theme(t3 / thân_thể:part-of(ấ / ấy):quant 1:classifier(p / phần)):beneficiary-arg1(p1 / person:name(n1 / name:op1(u / ubnd):op2(x / xã):op3(m1 / mới)))),False,"(c / chuyện
:mod(m / mới)
:topic(x / xây
:location(c1 / chỗ
:compound(đ / đất)
:mod(g / gửi
:agent(a / anh)
:manner(l1 / lại)
:theme(p / phần
:mod(t1 / thân thể)
:quant 1)
:finalLocation đ)
:mod(ấ / ấy))
:tense(đ1 / đang)
:result(t2 / trụ sở
:mod(u / ubnd
:compound(x1 / xã))
:mod(m3 / mới)
:quant 1)))",0.0
"cũng qua rồi thời thức suốt trong bưng , đội mít , đội thúng mua đi bán lại nuôi con ăn học .",(a /and:op1(q /qua:time(t /thời:mod(s /sống):location(b /bưng)):compound(r /rồi)):op2(n /nuôi:cause(m4 /mít:quant(đ /đội):theme(t1 /thúng_mua:quant(đ1 /đội):purpose(n1 /nấu_ăn_học:agent(c3))_:agent(anh)):agent(p /person:name(n2 /name:op1(c2 /con)))),(a / and:op1(q / qua:time(t / thời:mod(s / sống):location(b / bưng)):compound(r / rồi)):op2(n / nuôi:cause(m4 / mít:quant(đ / đội):theme(t1 / thúng_mua:quant(đ1 / đội):purpose(n1 / nấu_ăn_học:agent(c / c3))_:agent(a / anh)):agent(p / person:name(n2 / name:op1(c2 / con)))),False,"(q / qua
:mod(r / rồi)
:patient(wz1 / time
:mod(wz2 / and
:op1(t1 / thức
:mod(s / suốt)
:location(b / bưng))
:op2(đ / đội
:theme(m / mít))
:op3(đ1 / đội
:theme(t3 / thúng))
:op3(m1 / mua đi bán lại)
:purpose(n / nuôi
:patient(c1 / con)
:purpose(ă / ăn học
:agent c1)))))",0.0
họ lập tức thông báo với người thân và bạn bè đến nộp đơn xin mua đất xây dựng .,(t /thông_báo:agent(h /họ):manner(l /lập_tức):goal(a /and:op1(n /người_thân):op2(b /bạn_bè)):purpose(n1 /nộp_đơn:compound(x /xin:theme(m /mua:theme(đ1 /đất):purpose(x1 /xây_dựng))_:agent(họ)))),"    (t / thông_báo
    :agent
    (h / họ
    )
    :manner
    (l / lập_tức
    )
    :goal
        (a / and
        :op1
        (n / người_thân
        )
        :op2
        (b / bạn_bè
        )
    )
    :purpose
        (n1 / nộp_đơn
        :compound
            (x / xin
            :theme
                (m / mua
                :theme
                (đ1 / đất
                )
                :purpose
                (x1 / xây_dựng
                )
            )
            _
            :agent
            (h / họ
            )
        )
    )
)",True,"(t / thông báo
:agent(h / họ)
:manner(l / lập tức)
:topic(đ / đến
:purpose(n1 / nộp
:theme(đ1 / đơn
:mod(x / xin
:theme(m / mua
:theme(đ2 / đất)
:purpose(x1 / xây dựng))))))
:goal(wz1 / and
:op1(n / người thân)
:op2(b / bạn bè)))",0.0
đến nay ngôi nhà ngói ba gian vững chãi xây trên nền căn nhà lá .,(x /xây:time(n /nay):result-arg1(n2 /nhà_ngôi:mod(g /gian:quant(3)):manner(v /vững_chãi):location(n3 /nền:prep(t /trên):part-of(c1 /căn:compound(n4 /nhà_lá)))),(x / xây:time(n / nay):result-arg1(n2 / nhà_ngôi:mod(g / gian:quant(x / 3)):manner(v / vững_chãi):location(n3 / nền:prep(t / trên):part-of(c1 / căn:compound(n4 / nhà_lá)))),False,"(x / xây
:patient(n2 / nhà
:classifier(n1 / ngôi)
:compound(n3 / ngói
:mod(g / gian
:quant 3)))
:manner(v / vững chãi)
:location(n4 / nền
:part-of(n5 / nhà
:classifier(c / căn)
:compound(l / lá)))
:time(wz2 / now))",0.0
công trình mẫu ... thi công bê bối .,(t /thi_công:patient(c /công_trình:mod(m /mẫu)):result-arg1(b /bê_bối)),"    (t / thi_công
    :patient
        (c / công_trình
        :mod
        (m / mẫu
        )
    )
    :result-arg1
    (b / bê_bối
    )
)",True,"(t / thi công
:patient(c / công trình)
:mod(m / mẫu)
:manner(b / bê bối))",0.0
hiện chúng tôi vẫn tiếp tục điều tra làm rõ động cơ của cán bộ địa phương .,(t /tiếp_tục:agent(c /chúng_tôi):modality(v /vẫn):theme(đ /điều_trao:purpose(l /làm_rõ:theme(đ1 /động_cơ:poss(c2 /cán_bộ:compound(đ2 /địa_phương))))_:agent(chúng))),"    (t / tiếp_tục
    :agent
    (c / chúng_tôi
    )
    :modality
    (v / vẫn
    )
    :theme
        (đ / điều_trao
        :purpose
            (l / làm_rõ
            :theme
                (đ1 / động_cơ
                :poss
                    (c2 / cán_bộ
                    :compound
                    (đ2 / địa_phương
                    )
                )
            )
        )
        _
        :agent
        (c / chúng
        )
    )
)",True,"(t / tiếp tục
:agent(c / chúng tôi)
:theme(đ / điều tra
:purpose(l / làm
:manner(r / rõ)
:theme(đ1 / động cơ
:poss(c2 / cán bộ
:mod(đ2 / địa phương)))))
:mod(wz1 / still)
:time(wz2 / now))",0.0
80 triệu đồng ủng hộ bệnh nhân nghèo .,(đ /đồng:domain(wz1 /80000000):purpose(u /ủng_hoạt:beneficiary(b /bệnh_nhân:mod(n /ngọt)))),"    (đ / đồng
    :domain
    (wz1 / 80000000
    )
    :purpose
        (u / ủng_hoạt
        :beneficiary
            (b / bệnh_nhân
            :mod
            (n / ngọt
            )
        )
    )
)",True,"(wz1 / monetary-quantity
:unit(đ / đồng)
:mod(ủ / ủng hộ
:beneficiary(b / bệnh nhân
:mod(n / nghèo)))
:quant 80000000)",0.0
trong các trường học đã phát hiện 652 học sinh và 229 giáo viên nghiện ma túy .,(p /phát_hiện:location(t1 /trường_học):tense(đ /đã):find(h /học_sinh:quant(652):modality(n1 /nghiên_ma_tuy:pivot(g1 /giáo_viên)):quant(229)),(p / phát_hiện:location(t1 / trường_học):tense(đ / đã):find(h / học_sinh:quant(x / 652):modality(n1 / nghiên_ma_tuy:pivot(g1 / giáo_viên)):quant(x2 / 229)),False,"(p / phát hiện
:location(t1 / trường học)
:tense(đ / đã)
:topic(n / nghiện
:theme(m / ma túy)
:pivot(wz1 / and
:op1(h / học sinh
:quant 652)
:op2(g / giáo viên
:quant 229))))",0.0
"dân Thái Mỹ cũng quen lắm hình ảnh phó chủ tịch hội cựu chiến binh xã kiêm tổ trưởng tổ nhân dân một mắt , lái xe máy bằng hai cùi tay .",(q /quen:domain(d /dân):modality(c /cũng):degree(l /lắm):theme(h /hình_ảnh:agent-of(a /and:op1(p /phó_chủ_tịch:agent-of(h1 /hội:compound(c2 /cựu_chiến_binh)):location(x /xã)):agent-of(k1 /kiêm:theme(t1 /tổ_trưởng:theme(t2 /tổ_nhân_dân):manner(m4 /mắt:quant(1))):agent-of(l1 /lái:patient(x1 /xe_máy):manner(b1 /bằng:means(c3 /cùi_tay:quant(2)):agent(dân)))),(q / quen:domain(d / dân):modality(c / cũng):degree(l / lắm):theme(h / hình_ảnh:agent-of(a / and:op1(p / phó_chủ_tịch:agent-of(h1 / hội:compound(c2 / cựu_chiến_binh)):location(x / xã)):agent-of(k1 / kiêm:theme(t1 / tổ_trưởng:theme(t2 / tổ_nhân_dân):manner(m4 / mắt:quant(x / 1))):agent-of(l1 / lái:patient(x1 / xe_máy):manner(b1 / bằng:means(c3 / cùi_tay:quant(x2 / 2)):agent(d / dân)))),False,"(q / quen
:pivot(d / dân
:mod(wz1 / person
:wiki(t / Thái Mỹ)
:name(wz2 / name
:op1(wz3 / Thái)
:op2(wz4 / Mỹ))))
:degree(l / lắm)
:theme(h / hình ảnh
:poss(wz5 / person
:mod(l1 / lái
:theme(x1 / xe máy)
:instrument(c3 / cùi tay
:quant 2))
:mod(wz7 / have-org-role-91
:ARG2(p / phó
:compound(c1 / chủ tịch))
:ARG1(h1 / hội
:compound(c2 / cựu chiến binh)
:poss(x / xã)))
:mod(wz8 / have-part-91
:ARG1(m1 / mắt)
:quant 1)
:mod(wz10 / have-org-role-91
:ARG2(t1 / tổ trưởng)
:ARG1(t2 / tổ
:compound(n / nhân dân))))))",0.0
dự án này đã được ubnd tỉnh Phú Yên phê duyệt và giao cho ubnd huyện Sông Cầu thực hiện .,(a /and:op1(p /phê_duyệt:patient(d /dự_án:mod(n /này)):agent(u /ubnd:part-of(t /tỉnh:mod(s /sau)))):op2(g /giao:theme(dự_án):agent(ubnd_tỉnh):direction(h /huyện:mod(S /Sông_Cầu))_:manner(t1 /thực_hiện))),"    (a / and
    :op1
        (p / phê_duyệt
        :patient
            (d / dự_án
            :mod
            (n / này
            )
        )
        :agent
            (u / ubnd
            :part-of
                (t / tỉnh
                :mod
                (s / sau
                )
            )
        )
    )
    :op2
        (g / giao
        :theme
        (d / dự_án
        )
        :agent
        (u / ubnd_tỉnh
        )
        :direction
            (h / huyện
            :mod
            (S / Sông_Cầu
            )
        )
        _
        :manner
        (t1 / thực_hiện
        )
    )
)",True,"(a / and
:op1(p1 / phê duyệt
:patient(d / dự án
:mod(n / này))
:tense(đ / đã)
:modality(đ1 / được)
:agent(u / ubnd
:mod(wz1 / province
:wiki(p / Phú Yên)
:name(wz2 / name
:op1(wz3 / Phú)
:op2(wz4 / Yên)))))
:op2(g / giao
:goal(u1 / ubnd
:agent-of(t1 / thực hiện)
:mod(wz5 / district
:wiki(s / Sông Cầu)
:name(wz6 / name
:op1(wz7 / Sông)
:op2(wz8 / Cầu))))
:agent u
:patient d))",0.0
"mỗi thước "" đất thép "" đều thấm máu xương và mồ hôi nên chuyện con người lạ kỳ trên xã anh hùng vẫn còn dài .","(t1 /thấm:domain(t /thước:mod(""đất_thép""):quant(m /mỗi)):theme(a /and:op1(m1 /máu_xương):op2(m2 /mồ_hôi)):cause(c /chuyện:con_người:mod(l /lạ_kỳ):location(x /xã:mod(a1 /anh_hùng))):result(d /dài:domain(chuyện)))","    (t1 / thấm
    :domain
        (t / thước
        :mod
        (x / ""đất_thép""
        )
        :quant
        (m / mỗi
        )
    )
    :theme
        (a / and
        :op1
        (m1 / máu_xương
        )
        :op2
        (m2 / mồ_hôi
        )
    )
    :cause
        (c / chuyện
        :con_người:mod
        (l / lạ_kỳ
        )
        :location
            (x / xã
            :mod
            (a1 / anh_hùng
            )
        )
    )
    :result
        (d / dài
        :domain
        (c / chuyện
        )
    )
)",True,"(d / dài
:reason(t2 / thấm
:location(đ / đất
:unit(t / thước)
:mod(t1 / thép))
:mod(wz1 / all)
:theme(wz2 / and
:op1(m1 / máu xương)
:op2(m2 / mồ hôi)))
:domain(c / chuyện
:mod(c1 / con người
:mod(l / lạ kỳ)
:location(x / xã
:mod(a / anh hùng))))
:mod(wz3 / still))",0.0
"như chuyện dân chắt chiu xây dựng gần 500 căn nhà tình nghĩa , tình thương ...",(r /resemble-01:compared-to(c /chuyện:agent(d /dân:agent-of(c2 /chắt_chiu:theme(x /xây_dựng:agent(n1 /nó):result-arg1(n2 /nhà:quant(500:classifier(c3 /căn)):mod(t /tình_nghĩa))))))),"    (r / resemble-01
    :compared-to
        (c / chuyện
        :agent
            (d / dân
            :agent-of
                (c2 / chắt_chiu
                :theme
                    (x / xây_dựng
                    :agent
                    (n1 / nó
                    )
                    :result-arg1
                        (n2 / nhà
                        :quant
                            (500
                            :classifier
                            (c3 / căn
                            )
                        )
                        :mod
                        (t / tình_nghĩa
                        )
                    )
                )
            )
        )
    )
)",True,"(c / chuyện
:topic(c1 / chắt chiu
:agent(d / dân)
:purpose(x / xây dựng
:result-arg1(wz1 / nhà
:classifier(c2 / căn
:quant(wz2 / approximate-quantity
:quant 500))
:mod(wz4 / and
:op2(t / tình thương)
:op1(wz5 / tình nghĩa))))))",0.0
chị già đi rất nhiều so với cái tuổi 35 của mình .,(đ /đi:agent(c /chị:mod(g /già)):degree(r /rất):compared-to(t1 /tuổi:classifier(c2 /cái):pivot(chị)_:time(wz4 /age:constant(35))),(đ / đi:agent(c / chị:mod(g / già)):degree(r / rất):compared-to(t1 / tuổi:classifier(c2 / cái):pivot(c / chị)_:time(wz4 / age:constant(x / 35))),False,"(g / già
:domain(c / chị)
:manner(đ / đi)
:compared-to(t / tuổi
:quant 35
:poss c)
:degree(wz3 / very))",0.0
"anh khẳng định : "" trong vụ kiện này , tiền bạc đối với tôi không phải là tất cả , dù gia đình tôi đang rất túng quẫn "" .",(k /khẳng_định:agent(a /anh):topic(t2 /tiền_bạc:domain(v1 /vụ_kiện:mod(n /này)):goal(tôi):polarity -:domain(g /gia_đình:prep(đ /đang):pivot(tôi):manner(t3 /túng_quẫn:degree(r /rất))))),"    (k / khẳng_định
    :agent
    (a / anh
    )
    :topic
        (t2 / tiền_bạc
        :domain
            (v1 / vụ_kiện
            :mod
            (n / này
            )
        )
        :goal
        (t / tôi
        )
        :polarity -
        :domain
            (g / gia_đình
            :prep
            (đ / đang
            )
            :pivot
            (t / tôi
            )
            :manner
                (t3 / túng_quẫn
                :degree
                (r / rất
                )
            )
        )
    )
)",True,"(k / khẳng định
:agent(a / anh)
:topic(t3 / tất cả
:setting(v / vụ
:compound(k1 / kiện)
:mod(n / này))
:domain(t1 / tiền bạc)
:goal(t2 / tôi)
:concession(t5 / túng quẫn
:pivot(g / gia đình
:poss t2)
:tense(đ1 / đang)
:degree(wz2 / very))
:polarity -))",0.0
"nhiều gia đình trong số họ đã dắt díu nhau đi đâu , chính anh Đại bây giờ cũng không rõ .",(r /rõ:domain(a /anh:mod(c1 /chính):name(n2 /name:op1(Đ1 /Đại))):time(b /bây_giờ):polarity -:pivot(d /dắt_dìu:agent(g /gia_đình:quant(n /nhiều)):source(s /số:prep(t /trong):mod(h /họ)):tense(đ /đã):compound(n3 /nhau):direction(đ1 /đi:location(a1 /amr-unknown)):agent(gia_đình))),"    (r / rõ
    :domain
        (a / anh
        :mod
        (c1 / chính
        )
        :name
            (n2 / name
            :op1
            (Đ1 / Đại
            )
        )
    )
    :time
    (b / bây_giờ
    )
    :polarity -
    :pivot
        (d / dắt_dìu
        :agent
            (g / gia_đình
            :quant
            (n / nhiều
            )
        )
        :source
            (s / số
            :prep
            (t / trong
            )
            :mod
            (h / họ
            )
        )
        :tense
        (đ / đã
        )
        :compound
        (n3 / nhau
        )
        :direction
            (đ1 / đi
            :location
            (a1 / amr-unknown
            )
        )
        :agent
        (g / gia_đình
        )
    )
)",True,"(r / rõ
:topic(d / dắt díu
:agent(g / gia đình
:quant(wz1 / many)
:agent-of(wz2 / include-91
:theme(s / số
:mod(h / họ))))
:tense(đ / đã)
:goal(n1 / nhau)
:purpose(đ1 / đi
:location(đ2 / đâu)
:agent g))
:mod(wz4 / also)
:polarity -
:time(wz6 / now)
:pivot(wz7 / person
:name(wz8 / name
:op1(a / anh)
:op2(đ3 / Đại))
:wiki -))",0.0
